time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49,aperture:50,aperture:51,aperture:52,aperture:53,aperture:54,aperture:55,aperture:56,aperture:57
58030.144732,19.22,11.445414209041518,12.20190126461215,16.78204312998146,11.575831079779169,14.515686439366332,15.413799472175915,19.22,19.22,13.77343352361624,12.059148019059387,19.22,15.272851831880843,10.406694808914045,11.515306681101329,14.831240485779537,14.4481443761346,12.391230293704384,12.518372809782106,13.957974122106984,12.631297357613631,11.434831076631681,9.440948232446425,10.405187448261204,12.633168847708202,15.747459639987783,14.625252235265702,14.029862813459145,19.22,12.163986030251174,9.720484278619328,11.188542272222856,6.957942473496655,10.009673431862092,19.22,19.22,14.063839645677813,19.22,17.184010040774616,12.31727212115796,13.308623174577763,13.223766018245753,13.099847009585655,12.292405875129706,19.22,14.536600718116448,13.368890163205046,7.198438788790962,12.841021549057071,14.281772108407681,12.53642746341104,11.137942759835402,13.990519196043147,13.11801275133987,14.032608313304534,14.869230930053892,13.759800938090509,13.43392869644252
59121.809492175,19.22,11.48218405293035,12.233383312158294,15.952016627641592,11.625782077176625,14.949993497727057,14.565634254155167,19.22,19.22,13.76380368812656,12.025380189457968,19.22,14.909630450115719,10.427460174541913,11.51587036183359,14.66547843920827,14.571308676259447,12.407908177394953,12.49175992826178,14.076415654123684,12.664625149105266,11.455938503107275,9.458494315585277,10.421779226538913,12.642974023293526,15.87148949520464,14.553342573087432,13.85908152064401,19.22,12.164575374245265,9.735938687704065,11.20010675134196,6.886572045233419,10.01129533612955,19.22,19.22,14.27808442965931,19.22,15.982693756517856,12.258052737336431,13.348386785244555,13.331103674097,13.125923169932014,12.293173831211268,19.22,14.146329078562934,13.276563085668812,7.213011888207137,12.748423109207357,14.130019438263735,12.529821711830506,11.137767733755817,14.02562108305409,13.073243427580298,13.86272922804327,14.812241997127005,13.695472107733407,13.466877561692684
59322.03222468,19.22,11.493487512231825,12.225137945466837,16.99066736475712,11.569781565192002,14.80386957377245,15.771406668447659,19.22,19.22,13.877236536984272,12.006049838270526,19.22,15.230268935107965,10.430697668883877,11.52700391152157,14.970918977519256,14.503859859638599,12.358850737872475,12.45432756545865,13.909681624832205,12.625841029591951,11.639123477717852,9.457369145706975,10.418188365234757,12.613183079372725,15.273554170163871,14.849586814777211,13.867621249823722,19.22,12.148390362205577,9.727180860051872,11.198932530102384,6.935516491859242,10.001845232167907,19.22,19.22,14.162507296028094,19.22,19.22,12.267919911148846,13.349393955071823,13.226322617031691,13.270706340703608,12.240491409004369,19.22,14.576168039704678,13.293531522520228,7.193846355922591,12.667951263180177,14.342974103749045,12.591248148753651,11.089165250312126,14.05618256876611,13.170659504458964,14.209133179556455,15.169784710769074,14.122022258963863,13.345179494480066
58226.53451366,19.22,11.488649539228781,12.210903510792937,16.458970720500925,11.595704398009282,15.36007978708183,16.082636487020217,19.22,19.22,13.676476705097238,12.030096915927219,19.22,14.867272249335661,10.443712223777835,11.515866068683808,14.704799197999122,14.558699201088515,12.436243314699379,12.498620935477641,14.065511594665722,12.66560078767128,11.523352598958569,9.448008883522885,10.426155302690104,12.62784350861301,15.93269006802518,14.598842930139087,13.72122927068825,19.22,12.20087414688002,9.736835519692853,11.202136405501681,6.87060458646457,10.011637566577287,19.22,19.22,14.359702894063483,19.22,19.22,12.37140263970891,13.30845089570652,13.22554141888594,13.205232987390596,12.20852858380496,19.22,14.53216278943034,13.417746883861104,7.225545924314896,12.718657914267585,14.763588776599041,12.57537382715524,11.088202737870306,14.24112097728578,13.090228166388666,14.185444705425168,15.213642309573958,14.434233879348586,13.354072082616456
55304.313692085,19.22,11.436565058116107,12.172542232209931,17.067744355517416,11.554946815707995,14.848615292747306,15.494333019764898,19.22,19.22,13.708443885472935,12.026408570102497,19.22,14.805912124838521,10.381118821066263,11.497130331627378,15.012430391158945,14.108719639878593,12.239666864061716,12.466610247858078,13.701665007619352,12.614621026757414,11.568024424476068,9.424358912988817,10.384368972403502,12.67269493906055,15.713743241098255,14.79785288143564,13.492060594933193,19.22,12.149821827013282,9.69247708747676,11.19517686821518,6.976113619513582,9.977390104638053,19.22,19.22,14.154967528236584,19.22,19.22,12.162445217539092,13.35177849761837,13.276220161844666,13.177033182086861,12.22835959104689,19.22,14.440416396617486,13.328398516478652,7.189043452376848,12.697684725244917,14.500478150536596,12.57183653061539,11.064269106881301,13.964152129922633,13.073464607198687,14.07275095455257,14.994783579071497,14.69327198436464,13.2553173109436
58957.76029706,19.22,11.492160399825256,12.206456688896917,15.746006231292023,11.582750396650637,14.721023085502395,19.22,19.22,19.22,13.902037976067726,12.035073318009482,19.22,14.632886987028757,10.425813383357193,11.506323765343994,14.769279305005188,14.257116118824866,12.34888441643019,12.479388057654521,14.029117029272856,12.623124564372253,11.732778589302127,9.447318044463875,10.420511076537931,12.618926049598315,16.20365334179269,15.038371945385784,13.968891764807536,19.22,12.170269425503106,9.744252070536579,11.20051393901107,6.923693092856632,10.014914463107202,19.22,19.22,14.125538344230025,19.22,19.22,12.308273518264361,13.276512247462994,13.312097427143582,13.208996765036728,12.283260232829775,19.22,14.292580877526126,13.476416669358048,7.2151125778897045,12.79481513126469,14.49626731959153,12.564197542568815,11.143131407381425,14.211970443780455,13.162432533497325,14.079994555815743,15.114619728714828,14.282823194691353,13.311938959333393
57860.795361419994,19.22,11.481789249323343,12.231604012826088,15.834765259033711,11.570682335753057,14.82537842662861,15.051132885807915,19.22,19.22,13.614799470321024,12.051400505719544,19.22,15.59322684658753,10.413636010973955,11.527333943616826,14.79672342092172,14.39641315199165,12.405399224814156,12.446022455983355,13.849645939627573,12.5579961818646,11.628694008600275,9.448500471609334,10.422463798199853,12.611198013675786,15.59201720480539,14.819619968294115,13.88356947067039,19.22,12.205241128975976,9.715654291032692,11.22895974798641,6.869996790232293,10.005669414501249,19.22,19.22,14.258254292468763,19.22,16.978205086771528,12.323654956835963,13.326499642865738,13.234174281402934,13.169231462121067,12.256500948630064,19.22,14.422396587042707,13.462684410005425,7.200529886318763,12.70120641017739,14.54727771879488,12.52986745006902,11.10280713208862,14.023986469084695,13.137619600312,13.963675751054227,14.844269838526355,14.20594001975552,13.360025175651494
56948.618324055,19.22,11.43943229537726,12.218617144579307,15.928125622995344,11.542721531510024,14.894959467165327,14.864742709637035,19.22,19.22,13.820413171693412,12.030730990683702,19.22,14.535651960344067,10.407866751816723,11.510726989347797,14.564987727817732,14.454699579404053,12.35391813861087,12.397407120477833,13.875133527985595,12.590345829311849,11.347046914652779,9.431674344596702,10.395798373541302,12.680071152730571,15.805586479427697,14.601411224184737,13.705081306663864,19.22,12.160188555346187,9.70778365008819,11.186089993296044,7.019974997222191,9.989220343244648,19.22,19.22,14.00655384580564,19.22,16.616190298490864,12.25285214427914,13.331341994614277,13.303147952038099,13.168333310696537,12.228069425141666,19.22,15.801604100439691,13.40182381152476,7.176783092876144,12.706087297725803,14.17476165124136,12.528350431056696,11.145369802927112,14.091339056294144,13.070106845061199,13.997715336822237,15.292292594295313,13.335641020375165,13.38639120101727
58390.69420554,19.22,11.47039444934216,12.239956589800913,15.994770294289802,11.546362527092196,14.68228367706647,14.976842542649685,19.22,19.22,13.754438976918323,12.057785502553642,19.22,15.175470916217153,10.417042557472445,11.51639269394786,14.679443478809974,14.176231427869618,12.364043377599343,12.445704739251303,13.767688457439577,12.60034998611963,11.428161183028779,9.448406720908453,10.418535727883999,12.635329100118907,15.557356500081502,14.604334297674239,14.054791538241215,19.22,12.191529723443935,9.727156234697027,11.214064341393929,6.927163035125802,9.998924813979881,19.22,19.22,14.226843304222747,19.22,16.674614555773942,12.33253073907733,13.255611085810719,13.346784986983323,13.09214584569089,12.262543396756366,19.22,14.569943482388659,13.271387551475994,7.211611280384806,12.784011856272466,14.183583845986034,12.586897731520354,11.112869445575791,13.989317267864676,13.056132679834969,14.023006209640965,15.163117653271279,13.689321040579221,13.447221879475228
59486.1217587,19.22,11.47200222189111,12.200435675285155,15.324213914593956,11.579222827549701,14.68416886317678,14.478041702399102,19.22,19.22,13.55384001451873,12.035672112718828,19.22,15.236729439470853,10.423992339024919,11.509723848460581,14.604611382460751,14.198508665151532,12.374791639425336,12.508467899051135,14.044946143565113,12.626589892177591,11.443022740566283,9.449732850680844,10.422841038101646,12.638217695595674,15.350950365155132,14.662489494185454,13.78172027770874,19.22,12.170894000037423,9.748696055644702,11.19784496017168,6.919970045433904,10.0153990570054,19.22,19.22,14.211642525039487,19.22,15.76554686110554,12.245900351777832,13.30281898620193,13.253074022444435,13.15162252590905,12.29759206533023,19.22,14.459374375573406,13.406941747524863,7.1845914141554745,12.758679393304744,14.1048207542793,12.621381858897706,11.135356191756856,14.163210442818373,13.088336217172637,14.104232944753457,14.947205199420898,13.505309123298076,13.554978994470977
59689.110858629996,19.22,11.50058756390857,12.208535264532864,16.70946327100372,11.571246862159628,14.737161622858265,16.171554131397816,19.22,19.22,13.765590985211492,12.026598249208819,19.22,15.076445121743685,10.422071254293185,11.516993146765673,14.728352472981458,14.395105718618785,12.451279595601891,12.478721394079907,13.880658067962683,12.634558380795122,11.5518014717754,9.462498950754417,10.45082402890882,12.581883973105873,16.224655100961325,14.930300844717523,13.602366998297793,19.22,12.1515518043644,9.732952480030985,11.2118090206621,6.890387728084524,10.006346214628744,19.22,19.22,14.406195381060945,19.22,19.22,12.234055690775696,13.409749657277365,13.288195695924706,13.174817896674288,12.288932781163755,19.22,14.480582587370877,13.315427472152125,7.212009729704506,12.716634625778276,14.721090323034149,12.634767701706595,11.106595264939164,14.085414041379531,13.091025419297496,14.097312180724343,15.453727217159047,14.190077822469483,13.238455132821635
57131.02713941,19.22,11.467957500040189,12.226497881654307,15.821373060196981,11.58925295326476,14.665400919702451,14.740301052745762,19.22,19.22,13.777069461903734,12.025210317544326,19.22,14.892049970883606,10.435136059481094,11.539702505760953,14.802237557440593,14.509444230239152,12.449210198883256,12.457952644023122,13.889107279154446,12.640261120908425,11.4803705408273,9.450678516574575,10.418480463809125,12.67686904321679,17.10337385289146,14.915262534069528,13.545706516527858,19.22,12.153908875225785,9.715350868466967,11.21236263281849,6.860380869064962,9.994400183792315,19.22,19.22,14.13158675378456,19.22,19.22,12.25340189552758,13.32138534336784,13.388031376458619,13.226637519216082,12.216261524065107,19.22,14.363245893889138,13.414393840322818,7.195902760400339,12.738182899517696,14.340791479433772,12.598293482182823,11.112010655903049,13.981257920247653,13.150806765804822,14.139176330090809,15.301036494027485,14.485528990155471,13.110549884808405
57668.742837885,19.22,11.44332531508547,12.19117771999565,16.97579034857113,11.579832721941935,14.8440497939392,14.76748482977253,19.22,19.22,13.796522339011185,12.015746541918363,19.22,15.001691548768411,10.410756566005364,11.501675646219072,14.731012555324975,14.396503823368784,12.332863868521358,12.445989484127722,13.902679499188208,12.615510243565582,11.450544632170109,9.436348289722964,10.404394781869561,12.673149691504907,17.25477546666892,15.246977902049801,13.928098021014629,19.22,12.16894540567518,9.709447394289164,11.199098440187816,6.89774668448455,10.002391277016928,19.22,19.22,14.131944193466246,19.22,19.22,12.314324989901417,13.23294719289287,13.201284701307483,13.185094884526412,12.256180871501057,19.22,14.88097186560413,13.40453290247101,7.199004352204047,12.71478571395851,14.117140715486286,12.552726612521427,11.156789366975902,14.105316838038018,13.123518610793441,14.047096739491232,15.011043896836972,13.317213926714688,13.34040894274897
58758.79801591,19.22,11.472309536156995,12.222650660994491,15.654245749161584,11.606425896223028,14.848988157827367,15.156632079097761,19.22,19.22,13.678703100486624,12.058824757810735,19.22,14.87490894636971,10.418586304554308,11.526085891730554,14.553340297808589,14.22739822980156,12.369451516761142,12.455781357674303,14.071329597393005,12.610606281980337,11.427317793604312,9.435875619729217,10.4252610952992,12.663001010510522,15.440010026336713,14.607086619274007,13.986230826141083,19.22,12.192011465210541,9.734140487090508,11.206657071485417,6.9782977493103475,10.009551754222306,19.22,19.22,14.04008106864777,19.22,17.791012533394003,12.325015215528484,13.222793195058856,13.3010507426142,13.128464577832773,12.245816390794863,19.22,14.613598150150173,13.365737709273718,7.206266355039287,12.747151120769418,14.41199449884797,12.575024954617264,11.14971458698121,14.241472967038968,13.124317624129336,14.010518709524785,15.247414226549745,13.584647405395543,13.309331072152204
57311.689926875,19.22,11.456285120685779,12.194562565199439,16.82563022734053,11.55217780844408,14.919871593310171,14.952832455536987,19.22,19.22,13.677484003792161,12.012304913100955,19.22,14.826378196931197,10.412943858922924,11.515553126659375,14.465819720735173,14.177173179156037,12.300653882256052,12.376343852599033,13.983674358656513,12.60166906288974,11.411020173927037,9.434424596987201,10.405909600343222,12.71293226783918,15.791828359471639,14.58795440506613,13.659580616906752,19.22,12.163162217472065,9.718846161504464,11.188470502472052,6.870905573107252,9.992898890388341,19.22,19.22,14.222702914319031,19.22,19.22,12.309531144848792,13.269519708060747,13.21345617032015,13.13570672954078,12.24294689131285,19.22,14.713026256945506,13.327611772422413,7.19562931888082,12.741679359119411,14.333066548884231,12.55137100531659,11.131801213942367,14.114134821662542,13.07507055128441,14.089882589591808,15.00927748197571,13.721209415406365,13.332339299421422
58590.671549775,19.22,11.472277956395903,12.187489576246993,16.403942581055123,11.560891048180586,14.82669731267732,16.39058316849179,19.22,19.22,13.795486541331515,12.029408953254785,19.22,15.150001134528152,10.421549441823501,11.517072696123103,14.53152917058194,14.534751963764993,12.344639694631468,12.433197214761352,13.901950518967277,12.618143117028621,11.567986103802708,9.455424622122358,10.411004268475649,12.667823515393147,15.813747467770883,14.944261055318721,13.797807685986525,19.22,12.140892396553044,9.731435343303596,11.213640548356478,6.877649576447911,10.00209675824422,19.22,19.22,14.276535934011822,19.22,19.22,12.318888066144112,13.294114832533475,13.285549428289055,13.187390563571793,12.26924503720385,19.22,14.675856454125066,13.368006421568253,7.205055926295523,12.749184545876016,14.091980232951611,12.555905683926648,11.092822487875704,14.044198682197004,13.080562295087159,14.149117446439105,15.013256497328188,14.25060921878122,13.421218730524327
57495.148806134996,19.22,11.467094608639824,12.161942763369984,15.9099107379536,11.53249770175913,14.619222357205429,16.31071402031308,19.22,19.22,13.85876266067446,12.056225352247475,19.22,14.99440744840951,10.42522053098943,11.508372898428165,14.702880821889451,14.481938841519368,12.469160393371203,12.436522017994477,13.96722395104104,12.555932256422851,11.431818893450723,9.42547501843421,10.414308711110236,12.626176253093268,16.387846470640724,14.565597582375569,13.929493044532459,19.22,12.204627833063,9.704786299966605,11.18807612363021,6.958354110686954,10.00079189614874,19.22,19.22,14.197992119800155,19.22,19.22,12.282600595028141,13.35962820895916,13.412642076597775,13.250728731995215,12.25702892400745,19.22,14.48869302316954,13.351909477566632,7.191491203309181,12.595424304501927,14.520540671425524,12.634895424629109,11.124926823957631,13.933660594384099,13.076740430003724,14.16919400707928,15.48619645588929,14.030002116366093,13.216142534370062
