time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49,aperture:50,aperture:51,aperture:52,aperture:53,aperture:54,aperture:55,aperture:56,aperture:57,aperture:58,aperture:59,aperture:60,aperture:61,aperture:62,aperture:63,aperture:64
57224.463439725005,13.587703169262252,13.705705687467423,13.947017597296215,12.78312255407779,14.823178639525814,14.079483277552818,12.665432644657841,13.389645935892295,14.359753935833128,11.367288406692262,19.22,13.973478909723143,12.525082347051137,14.49004543825633,13.559456808721071,10.9280893214724,12.654505587211075,11.651740987722608,12.382439230089684,11.79817523672021,19.22,6.903679541564194,15.249208487356102,6.899962491517312,19.22,12.899607465313212,11.168463230362413,11.516410854839185,8.127477489776654,11.956948589344755,19.22,10.903993965939085,14.02537481182946,13.405763989099386,8.28203974322368,13.36957344477815,19.22,9.9444391510382,15.131489645875767,13.556809313865452,12.614058779330191,12.523750940140443,11.167164399165673,14.588379829722891,15.341567537819335,12.937509545415674,13.560171065070795,13.415832359349094,11.45770890937706,14.928409602034371,10.261162366249952,13.320435076251737,19.22,12.715417797955443,12.322612008015884,13.22149341003058,14.824979431421202,14.848986882172929,14.455341191608108,13.142178840161227,19.22,14.232732924775055,13.362009259316599,13.594994683198594,13.837033692145257
59211.79226807,13.576345640562435,13.672727431070221,14.247123330025234,12.795607953703923,14.702049880936231,14.113594822583252,12.678424226591979,13.497501416626386,14.185991835923913,11.375793013302419,19.22,14.123947617799905,12.576185515095405,14.530633045890871,13.587113901496332,10.94739650039569,12.641103526643885,11.671881059958158,12.384061384038223,11.858235029949617,19.22,6.926266169634174,14.370642471965736,6.916389475090985,19.22,13.01522090606036,11.538555919937863,11.542296231710202,8.124790150091362,10.124294645204499,19.22,10.903944550251628,13.946337010150177,13.231497423528236,8.477116052957458,13.470263694346794,19.22,9.793232846373812,15.913423157102573,13.667238518457976,12.709467275990098,12.573386800881492,11.230563702667467,14.532320312405885,14.737249415947526,13.069604619385062,13.527879750025523,13.38803714498518,11.438624796313288,15.606804137312666,10.269735366686087,13.414624818953772,19.22,12.624803542865385,12.336861550102286,12.96868152943315,15.010570093764874,14.922491916131142,14.821712952237695,13.21653683452823,19.22,14.159972269903365,13.488958382600234,13.741304998452136,13.667639960161688
58319.908332465,13.611862145242517,13.677403389459455,14.098490456270882,12.767344259322346,15.26231511016841,14.09026608840948,12.709318319681243,13.490264883868216,14.370113704498918,11.383924083555645,19.22,14.02654476838507,12.54836597295796,14.49283289286958,13.719011735593908,10.928093936631827,12.655147854802488,11.647837231725173,12.430887542118109,11.869643347334682,19.22,6.910702287742944,16.104039581072655,6.906305488150859,19.22,12.927003033923414,11.55911596270947,11.526015085912185,8.12866341716315,11.386425327758884,19.22,10.936525902145366,13.979122804037493,13.331188682600827,8.258290080753984,13.439177351564771,19.22,9.921000766118677,16.81719305631708,13.590471024731903,12.595524430309942,12.540805278478016,11.227654589536696,14.585946246991535,15.223650573188099,12.994142738090488,13.465642653556891,13.360943583396997,11.476704967387365,15.149782056933953,10.280048639229388,13.38414960834344,19.22,12.747516681460505,12.317106857392446,13.177060990040228,15.021195128051083,15.37952346942149,14.513041075372522,13.186939388368884,19.22,14.14483195833643,13.420933453625597,13.6260740021864,13.71631011500351
56673.60376753,13.652441833489169,13.624632539324198,14.139638520486427,12.740986334177446,14.676433483802024,14.089351769120874,12.683470094750033,13.38817678415307,14.366968366744503,11.372344420377141,19.22,13.991120657964684,12.527892848523193,14.279351520281336,13.565026046963718,10.913221396393533,12.646780013975796,11.65377516540285,12.34727445997421,11.818720350007203,19.22,6.906123162622317,15.416903820358419,6.897167037962167,19.22,13.006436366965447,11.287358332914257,11.51591307838755,8.129256370850543,11.324307403051007,19.22,10.89447063554388,13.975135941121117,13.424463011376078,8.379738582156344,13.502960408253282,19.22,9.834740189595347,19.12717026512333,13.575457254164965,12.581290021004117,12.491349383928913,11.162517071726922,14.464248388316957,14.810410307712013,12.951605250044771,13.501919604910416,13.499646181062309,11.437372621917271,14.962308598301345,10.247653013487264,13.37516853589459,19.22,12.716354466179808,12.326787093141037,13.192910696336117,14.916919428786601,15.04805149455939,14.447510900488156,13.158165828105576,19.22,14.1510507962883,13.408006688318103,13.585248100722135,13.724913690012096
59415.424486985,13.57443062696305,13.605331693074257,14.094037166706803,12.76811777724074,14.865044055874828,14.129292821016639,12.73415791045137,13.436936089366307,14.385683020725638,11.393328334549794,19.22,14.068696416269294,12.522377394174105,14.413092038934998,13.631107540937423,10.975463739708337,12.677874997094111,11.663475135716682,12.429990299768649,11.834381100997001,19.22,6.928719989310207,16.311439428006004,6.92523674751672,19.22,12.944356901428472,11.501798657237272,11.551026218687943,8.13361104556456,9.939507912834742,19.22,10.93268726855789,13.918918000982336,13.384511974027129,8.516285551713873,13.437982882282823,19.22,9.804621485297329,15.09025634948228,13.650583066995985,12.675849487446241,12.589653703192196,11.222165042214213,14.529249047586704,14.913122652290438,13.018616885685352,13.513628024022045,13.445779493955508,11.475002931017988,15.104102271427708,10.277603105817652,13.325154589634007,19.22,12.637592571098503,12.323509150922272,13.21176901535228,15.150787700749037,14.936770962777883,14.492440966324684,13.213670132887863,19.22,14.171100810655137,13.43694208985278,13.763581783059223,13.746156182953312
57036.636502675,13.51945531347557,13.755775432700949,14.02462882341054,12.799790526157983,14.75682423760468,14.102418249447883,12.714555558836446,13.391515909976976,14.192370080589166,11.381473599869937,19.22,13.988911694569529,12.602267599541296,14.331619118820258,13.720287171580763,10.902946892412078,12.66229663208827,11.643131866552595,12.398219457051704,11.813139506644994,19.22,6.927589793873065,14.73811347894156,6.918179520109864,19.22,13.022911844287767,11.276205341681694,11.509752591560394,8.148312370039633,11.215982522573404,19.22,10.89912624737009,14.140994865819193,13.304173265556463,8.100080193767166,13.475348069185575,19.22,10.058117485008422,19.22,13.634985212760089,12.636790468626799,12.527997909872614,11.164534573103357,14.62162309457664,15.13426526734028,12.930901409409127,13.560674763854486,13.44124792055675,11.456792818332728,14.97196421016204,10.25478855109332,13.288853250151368,19.22,12.687688220242686,12.335236646913327,13.191165952813494,15.092627749634289,15.065387631637202,14.55661747990066,13.18015544845368,19.22,14.357968545255963,13.443774939365005,13.529597847995246,13.68584690983858
56860.16860975,13.617219990770854,13.594624402778585,14.119765232808389,12.763079670716698,14.970647545552051,14.100049181472306,12.686880030244609,13.532250990492571,14.270571340755025,11.349026778595059,19.22,14.052178032691385,12.519226531196535,14.458865407217655,13.668656589826186,10.920747324943074,12.662984312895107,11.637264619878128,12.395684075396437,11.816331454015739,19.22,6.9170514194218535,15.2872061165697,6.9137236608035435,19.22,12.82004246576622,11.222789157132413,11.507189364090609,8.133337459266874,10.61836684970118,19.22,10.905166585147208,13.973238419495866,13.432499148002794,8.12736404832531,13.329204598711813,19.22,10.072384618931569,15.302487720016286,13.487991173668368,12.580541818939603,12.517357808869189,11.133340206907398,14.410627152316168,15.077208453305373,12.938978962468676,13.531335044826621,13.45082891042887,11.470296184200897,15.248075435753176,10.262726905261168,13.391293771158203,19.22,12.684271577024331,12.317014588427481,13.129168688534437,14.7687490736407,14.969346320641614,14.457693713514226,13.114106140193561,19.22,14.369557638477126,13.382112199625176,13.681416806320852,13.731340561123185
59575.910164685,13.649949629825121,13.674791295113527,14.091701759862273,12.770215280395302,14.939139058545564,13.976266153052082,12.691150996206295,13.52653342257934,14.246733843756642,11.389017913089438,19.22,14.094058225875784,12.583426690992093,14.396643623990945,13.732467161553059,10.912994821541723,12.678216847115051,11.625679451172998,12.35436469710048,11.82983609017506,19.22,6.899720425389767,15.48145392832578,6.890709006400393,19.22,13.018396661873817,11.549864764006639,11.532924355269694,8.118103759310616,9.526497384489899,19.22,10.90061531308722,14.191335510767503,13.280143834724878,8.700729805172609,13.410809544431908,19.22,9.686002748124624,15.731888660053903,13.640593518560928,12.618351225403545,12.497353627353275,11.21674613395728,14.800236364891136,14.826029462863145,12.911863587462891,13.566706000756096,13.41920893269814,11.466458094697202,15.476904529104692,10.26383702289903,13.414315327695226,19.22,12.726963864953248,12.328854856168087,13.17075000265602,14.665295460720321,15.145607716902562,14.535620127471143,13.147916435476487,19.22,14.23171614606635,13.42103003692091,13.645670105020502,13.673267511339386
58119.637075405,13.664947420107206,13.67800892091069,14.062579156457181,12.738893596092892,14.904631711224694,14.046791868702597,12.718327221756569,13.395468267605347,14.21694263397762,11.38225044343808,19.22,13.9557489331376,12.534370445997448,14.473169999405064,13.683954437200285,10.908365087238035,12.698718857435749,11.616130756000652,12.33542964410878,11.834176910135275,19.22,6.9305763049696045,15.206067743744203,6.920830121085303,19.22,13.018863452000112,11.153808233363018,11.505118568693122,8.135150765560763,10.906486776374328,19.22,10.92582215331522,14.074663504080206,13.403583365980905,8.087425255590174,13.520646773060117,19.22,9.98773178419818,19.22,13.672927118657126,12.634584129446276,12.569570850401703,11.229951421103012,14.477779902366787,14.91275894261049,13.042641412355957,13.538895409187623,13.364816053820661,11.456949150394564,15.08737572170668,10.239175805209587,13.404703519507853,19.22,12.656664953782755,12.316691493839661,13.16552493397805,15.060579618555284,14.805014315822591,14.694686249158787,13.112122650249697,19.22,14.241892717819596,13.322971603487023,13.599389648178509,13.7460479677
58686.138563855,13.645650363198639,13.666743628347588,14.11515360221116,12.779252748264126,14.88089860220668,14.108403761960046,12.677262811670836,13.535015139086658,14.301634867395084,11.346510987731158,19.22,14.030470180446718,12.588870039464139,14.48671361878572,13.787666530890315,10.938888709817089,12.690481963658778,11.65736211986664,12.364637164919007,11.82384865958453,19.22,6.916514610643257,15.826880551993236,6.9129013906019585,19.22,12.915261868269313,11.542637953394683,11.548167938775268,8.143000050752546,10.469677829524748,19.22,10.938103772971496,13.983690954121212,13.376050815118576,8.306003180143668,13.445552493590382,19.22,9.892585269205048,15.708242221286557,13.570209577462862,12.662784385122555,12.573176080057511,11.232509057675784,14.584480545951903,15.094824053145809,12.985808587398742,13.66345213317757,13.41466323666346,11.474505717943579,14.794240775072838,10.275313964892396,13.476877395532691,19.22,12.730072877521295,12.33371483216041,13.22282905312805,14.889312702539188,15.121560271681249,14.531118428734123,13.207214133942115,19.22,14.348166579595654,13.4460353723958,13.615996562595653,13.926612017318865
57757.6676822,13.613064209677052,13.663067297131926,14.108567622234174,12.756797254522978,14.801983451916806,13.984878133213096,12.690354702928394,13.461153740798027,14.160817974745473,11.358746132858819,19.22,14.033028578623115,12.545029507451536,14.39353322368784,13.722400136167936,10.923325618792534,12.735662887967678,11.66259306190255,12.422881062590376,11.866600883688566,19.22,6.91245338619417,15.302033225075801,6.905124438391463,19.22,13.017793349586215,11.386795939990249,11.50614490817433,8.142084446343546,10.39305906617549,19.22,10.924025290153082,13.994040133826969,13.350033625332921,8.18783732562976,13.506853379847069,19.22,9.952491690902438,17.415271493940747,13.602723429861426,12.606433641721795,12.53514756420343,11.220569606254584,14.606876303890918,15.212057971659801,12.96907232250327,13.50730505376289,13.46721065475251,11.452496953709407,14.96130134994364,10.2626943036031,13.37640829520833,19.22,12.75253268302846,12.346892502116,13.160122774232184,14.815086508205235,14.949921838394781,14.457706369240281,13.197036515264665,19.22,14.34661374842246,13.397773018657697,13.636413732560362,13.651636829885947
55210.708204890005,13.49838082135547,13.716514730295119,14.032678532142166,12.802249888825827,14.855322149570844,14.042876500899643,12.679843777801038,13.564780931130946,14.377799702559281,11.362446937962915,19.22,13.972859899472462,12.476266180158524,14.312685241589753,13.527978730807794,10.883831364384422,12.643410310231408,11.628148741943235,12.333545752532208,11.772152218353225,19.22,6.876334912407958,14.755226220952618,6.868744706012838,19.22,12.999072087245553,10.997853117615046,11.474172630034882,8.138286375743146,12.65908793621132,19.22,10.851571280958023,14.026096310507194,13.456022895207584,8.119129123914448,13.373360696313775,19.22,10.022011014015218,19.22,13.59710365601399,12.60006623342798,12.505408273274865,11.131987032785291,14.652727751128493,15.042547708396118,12.896328108533607,13.503433604129668,13.4550218264266,11.430206352706644,15.314380662429832,10.229817772049682,13.346449400901196,19.22,12.643473024438068,12.330519349332144,13.17490663679632,14.743427495747897,14.754914826524478,14.563807237991101,13.107008881507921,19.22,14.131381167969066,13.382112367832407,13.550632856735868,13.603057077544998
57591.816982435,13.604705522926263,13.601305714959567,14.040452348951154,12.769060821720236,14.759805619861211,14.082833514221715,12.683735757257685,13.388033352136398,14.233430900038085,11.37376816635007,19.22,14.007439090940524,12.497154672181049,14.308943900802333,13.659223515677764,10.944039505809709,12.634473202823848,11.629223822188594,12.39646986196541,11.811041922847073,19.22,6.911864241704396,15.19032498916748,6.907992127316391,19.22,12.834312203936124,11.372531404606145,11.515819795145566,8.130516170295477,10.781823913610863,19.22,10.91353800202265,14.038505684717292,13.333695144111987,8.315952284000089,13.516274182521455,19.22,9.897541158968862,15.456479501603036,13.548855766702202,12.59050086895141,12.53236577141753,11.15241251157647,14.680982677070416,15.037015216957345,12.966457656204746,13.54341420190103,13.510397506408442,11.467638142203493,15.108462671909482,10.26000224354584,13.371121608749922,19.22,12.70510316904605,12.303479304516431,13.138817820117442,14.749400218520968,15.050355955085228,14.406738933279643,13.164768817579635,19.22,14.318307839455384,13.418891008809139,13.592735181506947,13.694203917551357
58848.322694985,13.599819635290837,13.680079787036009,14.130468581611286,12.770271326358573,14.923024550541031,14.136483818917217,12.685431484826859,13.42159208161891,14.364982364350173,11.382432661855416,19.22,13.948520284593645,12.535655908901768,14.360277546253739,13.520636897108085,10.933530514959028,12.71344901646024,11.63700636904511,12.373854855356191,11.852840514062992,19.22,6.904422339019539,15.25134805829138,6.895453096024947,19.22,12.964509876137745,11.599989193887867,11.521677751914972,8.125949720014399,10.470044486081347,19.22,10.889460518926326,13.966132394544703,13.366505645995728,8.292864301021146,13.482552059716516,19.22,9.875434980206226,19.22,13.63494526651265,12.6422182882704,12.509711330729163,11.267258831344664,14.459674456246677,14.689786043671079,12.934124816381965,13.56989942106591,13.546611659171301,11.477642123034832,15.212019580882982,10.267082393358015,13.407815599282015,19.22,12.740594228376553,12.316609417798222,13.16304323783135,14.645182716159816,14.861830759521258,14.56885785074041,13.168306784327486,19.22,14.17818969592893,13.408806322133698,13.585814394720332,13.720767622872158
55397.74533206,13.544239421260022,13.525031091070643,14.15869756065692,12.787158977421898,14.870226327585355,14.121260000010418,12.666030132818232,13.499259915267778,14.32302988124509,11.358769865222948,19.22,13.934740446330451,12.51168844198664,14.35259763473084,13.502136018066768,10.905230303849267,12.603113247785032,11.627768420224646,12.35379038333505,11.76794956393559,19.22,6.881828204740928,14.64976976724279,6.878512898224472,19.22,12.92885538773941,11.026762789861422,11.485233396346214,8.139421468769267,12.261520275178304,19.22,10.881466230962635,14.128193834381669,13.325089561813014,8.191010793520645,13.408227644856211,19.22,10.077445477692113,16.106317303396573,13.524791698779783,12.571502890918977,12.495515804809108,11.114649959197687,14.782286003750121,14.850761895901204,12.90834968910543,13.53042970038441,13.399313189358983,11.43333765395212,14.935116031170443,10.223717968553691,13.336168421278263,19.22,12.641510206320538,12.326958250835803,13.15572780928521,14.668732109651577,15.010596515475514,14.530331266867856,13.073365938264507,19.22,14.062652618403032,13.401861656640571,13.600618943168818,13.62233091858851
58480.347147615,13.635411441487811,13.74956569660412,14.104352896846835,12.797955541674314,14.755859244805242,14.124621479201354,12.69401305926628,13.467874150997806,14.431798183682874,11.380170184185602,19.22,13.900406127053596,12.481199976423726,14.310604266764768,13.832519922939438,10.910196917608054,12.600131407060294,11.632234703203844,12.43059428530437,11.851453813220562,19.22,6.901929162185589,15.04265045468597,6.8927416773885435,19.22,12.995570124953138,11.489690703061061,11.518752409586037,8.114212509299591,11.066847291736092,19.22,10.894435636305731,13.96753849547255,13.311980520930428,8.442773353044483,13.462739907802161,19.22,9.753265515051417,16.527308048460334,13.513954650074924,12.640459973223052,12.531852901717484,11.244208839698933,14.50610603868322,14.754398734779452,12.972081378957197,13.646449168121036,13.380518261713528,11.445702973992182,15.020743513132883,10.259776383885663,13.33277094953342,19.22,12.69528946429582,12.353746297957114,13.132143766795384,14.73974731398643,15.31103996883156,14.554257511080875,13.191557556582842,16.928803908631586,14.14777408346318,13.373197197016138,13.493313894439693,13.833847802885904
57955.789227545,13.570399000971337,13.642904729567487,14.179759812571392,12.761420036415618,14.686208904141065,14.094086861752297,12.692378183275961,13.460244234775862,14.41768074409668,11.35511858414849,19.22,14.008170729374337,12.510312394483659,14.406310641004294,13.610125860067393,10.933700235162627,12.632624084740677,11.652921541892264,12.431972610673695,11.820494302307099,19.22,6.902822947639248,15.304482497782473,6.8988295679335225,19.22,12.833887130292746,11.309110144709946,11.5318829568227,8.13842695426792,10.972510843576629,19.22,10.915561167294502,13.953012018691675,13.363635318170068,8.15995756834507,13.457077451677305,19.22,9.994685490180045,15.72682493708597,13.58348720822048,12.655988708654915,12.548140266491169,11.184040913893286,14.42892544232002,15.224958497962895,12.98589953515191,13.485287350955092,13.454300557890452,11.471074473653044,15.181538339890928,10.264551493186465,13.395187150912859,19.22,12.629443270738184,12.32856695071322,13.160184874831739,14.580088090925289,15.052416317556931,14.398432069076897,13.11313135801551,19.22,14.197503785182787,13.397099583085284,13.69766863923061,13.771541607827311
59051.26699905,13.606424135534583,13.70666995610267,13.966989865872089,12.786058336784754,14.883243725563096,14.109828765905121,12.722820591531153,13.398301797060343,14.184136093146263,11.418099923574838,19.22,14.009792122356306,12.55814999275517,14.298271435514641,13.710651183351363,10.939608693060986,12.646047611736607,11.65807951421121,12.41312522987012,11.83925927001232,19.22,6.9195783880556325,15.038204147368313,6.9152240869551695,19.22,12.94213548227025,11.607015541045959,11.549489829440498,8.137178769833188,10.415991869280294,19.22,10.945058110238746,14.155675710751334,13.308929156866057,8.27810600165352,13.372138122353876,19.22,9.947425517376383,19.22,13.651799467662519,12.642192911895064,12.582943699575749,11.237212547545939,14.767136430849552,15.082792158804155,12.958407627383652,13.620816365718952,13.460220182795254,11.468894960732454,15.161268813561781,10.284760267736983,13.374523498354273,19.22,12.704379637865514,12.351006439994704,13.06486404929691,14.861693791812781,15.043771907185926,14.413818242345892,13.128512566695747,19.22,14.17899101491343,13.3625349275508,13.631777665884387,13.765208174375243
57400.353399215004,13.621831073169782,13.573763938714432,13.957416485024133,12.769570405967078,15.005763805962124,13.98403528670028,12.690343724769571,13.53142650441978,14.48838868104289,11.366673438369775,19.22,13.976451053163395,12.483428839133266,14.39119497717965,13.596766128824475,10.896681728184658,12.659620408171156,11.629528005201974,12.391185191568168,11.832500537918243,19.22,6.900279849689224,15.170276925498197,6.8908651328876145,19.22,12.985636069448224,11.298289773771101,11.475102380369226,8.12618418007242,11.493360901627318,19.22,10.895690834322334,13.866043929958684,13.387231047308838,8.271343216495504,13.425167284184026,19.22,9.869251639573589,19.22,13.54575466112338,12.637886660331754,12.538530615939067,11.189315241159553,14.55260692680748,14.525481731872066,12.944205795123365,13.42703524548456,13.465657169869305,11.468888343016548,14.86812502444297,10.257983199245002,13.40096084320755,19.22,12.666745910055363,12.30205667830128,13.195688181792654,14.679913465238338,15.093219097494595,14.188987230955865,13.197204370117971,19.22,14.133821856958724,13.371681537201615,13.482873653341764,13.804831654869739
